raw_character_text,dialogue
Homer Simpson,Mmmm... Gummi Beer.
Homer Simpson,"Hey, Barney. I think you've had enough."
Barney Gumble,"Are you crazy? We still haven't tried Raspberry Duff, Lady Duff, Tartar Control Duff..."
Homer Simpson,"Barney, give me your keys. You're too drunk to drive."
Barney Gumble,I'm fine.
Homer Simpson,"Okay, you leave me no option."
Barney Gumble,Ow. What was that for?
Homer Simpson,I'm trying to knock you out.
Barney Gumble,"Ow, cut it out."
Barney Gumble,"Ow! Ow! Ow! Ow! Ow! Awright, here, take the keys!"
Chief Wiggum,"Look alive, boys. Coupla stewed prunes headed your way."
Homer Simpson,Gulp.
,
Homer Simpson,"W,X,Y, AND Z / NOW I KNOW MY ABC'S / WON'T YOU COME AND PLAY WITH ME?"
Eddie,Flawless.
Lou,"We also would have accepted ""Tell me what you think of me."""
Eddie,I guess you're free to...
Barney Gumble,Give him a breathalizer!
Eddie,"Gee, thanks. You're under arrest."
Homer Simpson,
Chief Wiggum,You think you can get this car home?
Barney Gumble,"Sure thing, Giant Beer."
Chief Wiggum,"Ow! Ooh... ow... Mother of Mercy... Hey, this is kinda fun. Whee!!"
,
Marge Simpson,Hello.
Chief Wiggum,"Ah, yeah, Mrs. Simpson, I have some bad news. Your husband was found DOA."
Marge Simpson,Oh my God. He's dead?
Chief Wiggum,"Oh, wait. I mean DWI. I always get those two mixed up."
Mrs. Phillips,My name is Mrs. Phillips. You said my husband is DWI.
Chief Wiggum,Uh... why don't you talk to that officer over there? I'm going out to lunch.
,
Lionel Hutz,"Don't worry, Homer. I have a foolproof strategy to get you out of here. Surprise witnesses. Each more surprising than the last. I tell you, the judge won't know what hit him."
Lionel Hutz,Augh!
Guard,"Pipe down in there, Hutz."
,
Judge Snyder,Your license is hereby revoked and you are to attend traffic school and two months of Alch-anon meetings.
Homer Simpson,"Your Honor, I'd like that last remark stricken from the record."
Judge Snyder,No.
,
Patty Bouvier,It doesn't get any better than this.
,
Lisa Simpson,I want the most intelligent hamster you've got.
Wiseguy,Okayyy... This little guy writes mysteries under the name of J. D. MacGregor.
Lisa Simpson,How can a hamster write mysteries?
Wiseguy,"Well, he gets the ending first, then he works backward."
Lisa Simpson,"Oh, come on."
Wiseguy,"Look kid, just take him before his mother eats him. All right?"
,
Marge Simpson,"Have a good day at work, honey."
Nelson Muntz,Haw haw!
Homer Simpson,"Stupid bicycle. Can't believe this. No good, rotten..."
Homer Simpson,I guess it's not all bad.
,
Lisa Simpson,"I propose to determine the answer to the question: ""Is my brother dumber than a hamster?"""
Bart Simpson,"Hey Lis, look what I can do."
Bart Simpson,Doggone it.
Lisa Simpson,Remarkable.
Bart Simpson,"Stupid books. Hey, a cupcake."
Bart Simpson,Uh-huh.
Bart Simpson,Aaahhh!
Lisa Simpson,Hamster one... Bart... zero.
Lisa Simpson,Experiment two: The food is connected to a mild electrical current.
Lisa Simpson,The hamster has learned a valuable lesson. Beware the hand of man.
Bart Simpson,"Oooh - wise guy, eh?"
Bart Simpson,Ow... ow... ow!
Lisa Simpson,Hampster two... Bart zero...
,
Chief Wiggum,"Now if any of you ever think of drinking and driving again, this film will scare the pants off of you."
Chief Wiggum,"Guys, guys, this is the wrong movie. Oh, wait a second, I do something really funny here."
Chief Wiggum,
Troy McClure,"What a terrible waste. Hi! I'm actor, Troy McClure. You might remember me from such Driver's Ed films as ""Alice's Adventures through the Windshield Glass"" and ""The Decapitation of Larry Leadfoot."" For the next 60 minutes we'll be seeing actual film of car crash victims."
Homer Simpson,"It's funny `cause I don't know him. Heh, heh, heh."
,
Homer Simpson,I'm here for the Alch-anon meeting.
Rev. Timothy Lovejoy,"Huh uh, third door on your left."
Rev. Timothy Lovejoy,Coping with senility?
Jasper Beardly,"No! I'm here for microwave cookery. No, wait. Coping with senility."
,
Ned Flanders,My name is Ned.
Assembly,Hello Ned.
Ned Flanders,It's been four thousand days since my last drink. It was my first and last Blackberry schnapps.
Maude Flanders,"Ned, did you clip Ann Landers today?"
Ned Flanders,Ann Landers is a boring old biddy.
Maude Flanders,Ned!
Ned Flanders,I was more animal than man.
Otto Mann,My name is Ot-to. I love to get blot-to.
,
Hans Moleman,My name is Hans. Drinking has ruined my life. I'm thirty-one years old.
Homer Simpson,My name is Homer and I'm just here because the court made me come.
Rev. Timothy Lovejoy,"Homer, with our help you'll never touch a beer again."
Homer Simpson,
,
Homer Simpson,So they say I might have a problem.
Marge Simpson,"Homie, do you ever drink alone?"
Homer Simpson,Does the Lord count as a person?
Marge Simpson,No.
Homer Simpson,"Then, yes."
Marge Simpson,Do you need a beer to fall asleep?
Homer Simpson,"Thank you, that'd be nice."
Marge Simpson,Do you ever hide beer around the house?
Homer Simpson,Do I ever!
Homer Simpson,Ah.
Marge Simpson,Do you ever drink to escape from reality?
Homer Simpson,
Marge Simpson,"Homie, I'd like you to do something for me."
Homer Simpson,You name it.
Marge Simpson,I want you to give up beer for a month.
Homer Simpson,You got it. No deer for a month.
Marge Simpson,Did you say beer or deer?
Homer Simpson,Deer.
Marge Simpson,"Please, Homie, I know you can do this."
Homer Simpson,"All right. Starting tomorrow, no beer for a month."
Marge Simpson,What was that noise?
Homer Simpson,"I was saying ""Pssst. I love you."""
Marge Simpson,"Bart, could you go get the cupcakes?"
Bart Simpson,"Cupcakes, cupcakes. Yes, sweet cakes for all."
Homer Simpson,"Well, beer... we've had some great times."
Homer Simpson,WHEN I WAS 17 / I DRANK SOME VERY GOOD BEER / I DRANK SOME VERY GOOD BEER I PURCHASED WITH A FAKE I.D. / MY NAME WAS BRIAN MCGEE / I STAYED UP LISTENING TO QUEEN
Homer Simpson,WHEN I WAS 17.
,
Bart Simpson,Huh?
Bart Simpson,She'll pay for this. I'm gonna crush her like this pellet.
Bart Simpson,Ow! Ow! Ow!
,
Bart Simpson,Looking for something?
Lisa Simpson,What have you done with my report?
Bart Simpson,"I've hidden it. To find it, you'll need to decipher a series of clues, each more fiendish than the..."
Lisa Simpson,Got it.
Bart Simpson,
,
Milhouse Van Houten,Behold gravity! In all its glory.
Edna Krabappel-Flanders,"Pretty lame, Milhouse."
Chuck,Can I touch it?
Chuck's Dad,I've worked too long and hard on this for you to screw it up now.
Chuck,But it's got my name on it.
Chuck's Dad,Just stand over there.
Chuck's Dad,Over there!
Martin Prince,"Behold the flying machine that will carry me, Phileas Fogg, around the world in 80 days!"
Nelson Muntz,"Dang, I was aiming for his head."
Homer Simpson,Hm. Alcohol fueled car.
Homer Simpson,One for you... one for me... One for you... one for me...
Homer Simpson,
Marge Simpson,I don't know if I like you experimenting on your brother.
Lisa Simpson,"Please, Mother. It's purely in the interest of science."
Bart Simpson,Step right up folks! We'll answer the question that has been plaguing scientists for ages. Can hamsters fly planes?
Parent One,"Oooh, look he's got miniature goggles on!"
Parent Two,"And a little scarf, isn't that adorable?"
Lisa Simpson,But this project has no scientific merit.
Seymour Skinner,"Lisa, every good scientist is half B.F. Skinner, and half P.T. Barnum. I don't think I need to see the other exhibits. First prize!"
,
Homer Simpson,One down. Twenty-nine to go.
Feminists,DOWN WITH SEXISM! DOWN WITH SEXISM! DOWN WITH SEXISM!
Guy #1,"Huh, look at all those feminists."
Guy #2,You thinking what I'm thinking?
Homer Simpson,"T.V. have you turned on me, too?"
,
Baseball Announcer,The windup and the two two pitch... Oh no! The batter is calling for time... Looks like he's going and getting himself a new bat. And now there's a beachball on the field. And the ballboys are discussing which one of them is gonna go get it.
Homer Simpson,I never realized how boring this game is.
,
Homer Simpson,I think I've lost weight.
Marge Simpson,You've never looked better.
Patty Bouvier,Thank you all for coming. We've got some very interesting developments in the field of Supperware.
Selma Bouvier,Uh huh. This is the 128 ounce tub. You can fit your whole head in it.
Selma Bouvier,Don't be scared Jubjub. It's mama.
Homer Simpson,I would kill everyone in this room for a drop of sweet beer.
,
Rev. Timothy Lovejoy,"So Homer, please feel free to tell us anything. There's no judgment here."
Homer Simpson,The other day I was so desperate for a beer I snuck into the football stadium and ate the dirt under the bleachers.
Rev. Timothy Lovejoy,I cast thee out!
,
Homer Simpson,Don't think about beer... Don't think about beer... Don't think about beer...
Train,"Chug-a-lug, chug-a-lug, chug-a-lug."
Homer Simpson,Nooooo!
,
Homer Simpson,Thirty days!
Marge Simpson,"I'm proud of you, Homie."
Homer Simpson,"Marge, I'm going to Moe's. Send the kids to the neighbors, I'm comin' back loaded."
Marge Simpson,You don't have to start drinking right away. I was thinking we could go for a bike ride.
Homer Simpson,"But Marge, the barflies are expecting me... Moe, and Barney and that guy who calls me Bill..."
Marge Simpson,But you look better... you don't sweat while you eat anymore... and look.
Marge Simpson,You've saved more than a hundred dollars. I found it in your pants.
Homer Simpson,Yoink.
Marge Simpson,
,
Dr. Wolfe,Age fourteen.
Moe Szyslak,"Well, well look who it is. Mr. ""I don't need alcohol to enjoy life."" We hate him, right fellas?"
Patrons,
Homer Simpson,"Moe, gimme a beer."
Moe Szyslak,Hey everybody! Homer's back!
Patrons,
Barney Gumble,
Moe Szyslak,C'mon Homer. Do it for your old pal Moesy.
Barney Gumble,But Moe. Yesterday you called Homer a worthless sack of...
Moe Szyslak,"Pipe down, rub-a-dub."
Barney Gumble,Ow.
Homer Simpson,"Put it in the fridge, Moe. I got a date with my wife."
Moe Szyslak,You'll be back. And so will you... and you... And you!
Barney Gumble,"Of course I'll be back. If you didn't close, I'd never leave."
,
Homer Simpson,RAINDROPS KEEP FALLING ON MY HEAD...
Marge Simpson,BUT THAT DOESN'T MEAN MY EYES WILL SOON BE TURNING RED...
Marge Simpson,LA LA LA LA LA LA... LA...
,
Senator Mendoza,"My friends. Tonight, we unveil my most diabolical creation.... ""Swank."" Ten times more addictive than marijuana."
Senator Mendoza,To human misery.
Senator Mendoza,McBain!
Senator Mendoza,"Ah, McBain. So glad you could make it. Have a salmon puff."
Senator Mendoza,
Bart Simpson,That is one evil dude.
Homer Simpson,"It's just a movie, son. There's nobody that evil in real life."
,
C. Montgomery Burns,Eh.
C. Montgomery Burns,"Smithers, where's that union representative? He's twenty minutes late."
,
Waylon Smithers,"I don't know, sir. He hasn't been seen since he promised to clean up the union."
,
Receiver,Whoa! What the hell?
,
Dr. Wolfe,Age seventeen.
Lenny Leonard,Dental Plan.
C. Montgomery Burns,"Well let's look at the contract ourselves. Benefits... perks... a green cookie on St. Patrick's Day? Oh, it didn't used to be this way, Smithers. No, it didn't used to be this way at all..."
,
Burns' Grandfather,Come on! Come on! Crack those atoms!
Burns' Grandfather,You... turn out those pockets.
Burns' Grandfather,Atoms... Six of them! Take him away.
Teenage Boy,"You can't treat the working man this way. One day we'll form a union and get the fair and equitable treatment we deserve. Then we'll go too far, and get corrupt and shift-less and the Japanese will eat us alive!"
Burns' Grandfather,The Japanese!? Those sandal-wearing goldfish tenders? Bosh! Flimshaw.
C. Montgomery Burns,"If only we had listened to that boy, instead of walling him up in the abandoned coke oven. Well, I'm going to avenge my grandfather. We'll take on that greedy union and get back our..."
C. Montgomery Burns,Dental Plan.
,
Dr. Wolfe,"How often do you brush, Ralph?"
Ralph Wiggum,"Three times a day, sir."
Dr. Wolfe,Why must you turn my office into a house of lies?
Ralph Wiggum,"You're right, I don't brush. I don't brush..."
Dr. Wolfe,"Let's look at a picture book, ""The Big Book of British Smiles."""
Ralph Wiggum,That's enough. That's enough.
Bart Simpson,Doctor Wolfe likes to pull kids' teeth so he can sell them.
Kids,To who?
Bart Simpson,You know that rattle when you shake up spray paint? That's a kid's tooth.
Dr. Wolfe,Maggie's teeth are coming in crooked. Has she been sucking on a pacifier?
Marge Simpson,Uh... not to my knowledge.
Dr. Wolfe,Liar!
Dr. Wolfe,I'm also afraid Lisa is going to need braces.
Lisa Simpson,Oh no. I'll be socially unpopular. More so.
Marge Simpson,"Are you sure, Doctor?"
Dr. Wolfe,"Well, judge for yourself. Here's Lisa today..."
Dr. Wolfe,"Without treatment, here's what she'll look like at age eleven."
Dr. Wolfe,"And finally, age eighteen."
Lisa Simpson,
Bart Simpson,Cool. She'll be a freak.
Marge Simpson,Bart!
Bart Simpson,"We can stick her in a trailer, drive her around the South, and charge two bits a gander."
Maggie Simpson,
,
Mc,"Now stay tuned for professional wrestling, live from the Springfield Grapplarium! Tonight, a Texas death match... Dr. Hillbilly vs. the Iron Yuppie. One man will actually be unmasked and killed in the ring!"
Homer Simpson,I hope they kill that Iron Yuppie. Thinks he's so big.
Marge Simpson,"Homer, Lisa needs Braces."
Homer Simpson,Don't worry. We won a dental plan in the strike of eighty-eight. That's where I got this scar.
,
Carl Carlson,What do we want?
Workers,More equitable treatment at the hands of management!
Carl Carlson,When do we want it?
Workers,Soon!
Homer Simpson,Where's my burrito? Where's my burrito? Where's my burrito?
Homer Simpson,
,
Homer Simpson,Then I got this scar sneaking under the door of a pay toilet.
,
Carl Carlson,"Welcome brothers of Local 643. As you know, our president, Chucky Fitzhugh, ain't been seen lately. We're all praying he'll turn up soon, alive and well."
Carl Carlson,"All right, all right, but seriously, we have to vote on Burns' new contract. It's basically the same deal, except we get a free keg of beer for our meetings."
Carl Carlson,"And in exchange for that, we have to give up our dental plan."
Lenny Leonard,So long dental plan!
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Marge Simpson,Lisa needs braces.
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Carl Carlson,Bullseye!
Homer Simpson,Thanks a lot Carl. Now I've lost my train of thought.
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Lenny Leonard,Dental Plan.
Marge Simpson,Lisa needs braces.
Homer Simpson,"If we give up our dental plan, I'll have to pay for Lisa's braces."
Homer Simpson,"People stop! We can't give up our dental plan! Lenny, without the dental plan, you wouldn't have that diamond in your tooth."
Guy,Yoink!
Lenny Leonard,Hey!
Homer Simpson,"And Gummy Joe, where would you be without the dental plan?"
Gummy Joe,"I wouldn't have old chomper here, that's for sure."
Homer Simpson,You know what I think of this contract?
,
C. Montgomery Burns,"Who is that firebrand, Smithers?"
Waylon Smithers,"That's Homer Simpson, sir."
